n,Time,year,month,dayDay,day,Num,Customer,cust_name,Item,ItemCode,ItemCodeSub,Quantity,UnitPrice,Tax,Amount,Des,ReceiptNo,Cost,Profit,Goods
279,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",AB27,Cole Bras637,15,0.733333333,19.63636364,216,"71075Cole Home Builders:Phase 1 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1389,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
280,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Cand. Light, 20 watts (8 pack)",AB38,Cole Cand641,18,0.611111111,4.581818182,50.4,"71075Cole Home Builders:Phase 1 - Lot 5Cand. Light, 20 watts (8 pack)",1390,24,26.4,"Cand. Light, 20 watts (8 pack)"
281,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,Golden Umber (100 watt)  Six Light Chandelier,AB58,Cole Gold627,30,0.366666667,25.77272727,283.5,71075Cole Home Builders:Phase 1 - Lot 5Golden Umber (100 watt)  Six Light Chandelier,1391,85,198.5,Golden Umber (100 watt)  Six Light Chandelier
282,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,Cole Pear633,6,1.833333333,15.54545455,171,"71075Cole Home Builders:Phase 1 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1392,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
283,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Pendant Bar, Cobblestone, 50lbs. max",AB65,Cole Pend632,18,0.611111111,4.090909091,45,"71075Cole Home Builders:Phase 1 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1393,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
284,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67,Cole Poli629,9,1.222222222,23.72727273,261,"71075Cole Home Builders:Phase 1 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1394,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
285,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",AB73,Cole Soli635,2,5.5,3.436363636,37.8,"71075Cole Home Builders:Phase 1 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1395,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
286,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec640,18,0.611111111,9,99,"71075Cole Home Builders:Phase 1 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1396,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
287,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec639,3,3.666666667,3.190909091,35.1,"71075Cole Home Builders:Phase 1 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1397,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
288,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,Cole Tape628,18,0.611111111,24.54545455,270,71075Cole Home Builders:Phase 1 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass,1398,75,195,Tapestry (8/60 watt)  Faux Alabaster Glass
289,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape630,6,1.833333333,14.72727273,162,"71075Cole Home Builders:Phase 1 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1399,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
290,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,Cole Vero631,8,1.375,24.54545455,270,"71075Cole Home Builders:Phase 1 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1400,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
291,17/8/2018,2018,8,17,5,71075,Cole Home Builders:Phase 1 - Lot 5,Co8,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,Cole Whit634,14,0.785714286,5.236363636,57.6,"71075Cole Home Builders:Phase 1 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1401,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
505,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Beveled Mirror, Etched Ribbed Glass (75 watt max)",AB20,Cole Beve615,9,1.222222222,11.78181818,129.6,"71090Cole Home Builders:Phase 2 - Lot 5Beveled Mirror, Etched Ribbed Glass (75 watt max)",1615,73.49,56.11,"Beveled Mirror, Etched Ribbed Glass (75 watt max)"
506,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",AB27,Cole Bras612,20,0.55,26.18181818,288,"71090Cole Home Builders:Phase 2 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1616,140,148,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
507,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Broadway Collection, Polished Brass, 6 Light (60 watt max)",AB28,Cole Broa616,3,3.666666667,11.78181818,129.6,"71090Cole Home Builders:Phase 2 - Lot 5Broadway Collection, Polished Brass, 6 Light (60 watt max)",1617,60,69.6,"Broadway Collection, Polished Brass, 6 Light (60 watt max)"
508,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",AB34,Cole Brus618,45,0.244444444,16.36363636,180,"71090Cole Home Builders:Phase 2 - Lot 5Brushed Nickel, (3-60 watt, Med) Ribbed Glass",1618,60,120,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass"
509,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35,Cole Brus617,12,0.916666667,4.090909091,45,"71090Cole Home Builders:Phase 2 - Lot 5Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1619,37,8,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass"
510,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",AB36,Cole Brus619,9,1.222222222,18,198,"71090Cole Home Builders:Phase 2 - Lot 5Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",1620,100,98,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass"
511,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Cand. Light, 20 watts (8 pack)",AB38,Cole Cand624,27,0.407407407,6.872727273,75.6,"71090Cole Home Builders:Phase 2 - Lot 5Cand. Light, 20 watts (8 pack)",1621,36,39.6,"Cand. Light, 20 watts (8 pack)"
512,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,Chestnut (3/60 watt)  Marble Glass,AB39,Cole Ches622,9,1.222222222,26.59090909,292.5,71090Cole Home Builders:Phase 2 - Lot 5Chestnut (3/60 watt)  Marble Glass,1622,97.2,195.3,Chestnut (3/60 watt)  Marble Glass
513,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,Cole Die 613,2,5.5,11.12727273,122.4,"71090Cole Home Builders:Phase 2 - Lot 5Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1623,77.06,45.34,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
514,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,Frosted Taupe (3/60 watt)  Marble Glass,AB55,Cole Fros623,11,1,25.36363636,279,71090Cole Home Builders:Phase 2 - Lot 5Frosted Taupe (3/60 watt)  Marble Glass,1624,89.21,189.79,Frosted Taupe (3/60 watt)  Marble Glass
515,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Pendant Bar, Cobblestone, 50lbs. max",AB65,Cole Pend620,9,1.222222222,2.045454545,22.5,"71090Cole Home Builders:Phase 2 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1625,11.37,11.13,"Pendant Bar, Cobblestone, 50lbs. max"
516,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec625,4,2.75,1.8,19.8,"71090Cole Home Builders:Phase 2 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1626,9.5,10.3,"Specialty Bulbs, 100 watt (6 pack)"
517,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec626,2,5.5,2.659090909,29.25,"71090Cole Home Builders:Phase 2 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1627,12.5,16.75,"Specialty, Stage & Studio Bulbs  60 watt"
518,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Sunset, Clear Glass, 1-100 watt max.",AB78,Cole Suns614,8,1.375,5.727272727,63,"71090Cole Home Builders:Phase 2 - Lot 5Sunset, Clear Glass, 1-100 watt max.",1628,35,28,"Sunset, Clear Glass, 1-100 watt max."
519,10/8/2018,2018,8,10,5,71090,Cole Home Builders:Phase 2 - Lot 5,Co9,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,Cole Vero621,4,2.75,12.27272727,135,"71090Cole Home Builders:Phase 2 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1629,70,65,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
569,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,MisceBlac681,2,5.5,7.636363636,84,"71099Miscellaneous - Retail:Jason HelperBlack Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1679,38.44,45.56,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
570,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",AB36,MisceBrus684,10,1.1,20,220,"71099Miscellaneous - Retail:Jason HelperBrushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass",1680,100,120,"Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass"
571,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,Golden Umber (100 watt)  Six Light Chandelier,AB58,MisceGold683,65,0.169230769,57.27272727,630,71099Miscellaneous - Retail:Jason HelperGolden Umber (100 watt)  Six Light Chandelier,1681,170,460,Golden Umber (100 watt)  Six Light Chandelier
572,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,"Pendant Bar, Textured White, 50lbs max",AB66,MiscePend685,10,1.1,4.545454545,50,"71099Miscellaneous - Retail:Jason HelperPendant Bar, Textured White, 50lbs max",1682,21.54,28.46,"Pendant Bar, Textured White, 50lbs max"
573,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,"Sunset, Clear Glass, 1-100 watt max.",AB78,MisceSuns680,88,0.125,63.63636364,700,"71099Miscellaneous - Retail:Jason HelperSunset, Clear Glass, 1-100 watt max.",1683,310.06,389.94,"Sunset, Clear Glass, 1-100 watt max."
574,11/9/2018,2018,9,11,2,71099,Miscellaneous - Retail:Jason Helper,Ja34,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,MisceWhit682,34,0.323529412,11.63636364,128,"71099Miscellaneous - Retail:Jason HelperWhite, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1684,60,68,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
575,25/9/2018,2018,9,25,2,71100,Miscellaneous - Retail:John Huhn,Jo35,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",AB13,Misce18x8707,16,0.6875,24,264,"71100Miscellaneous - Retail:John Huhn18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass",1685,130.38,133.62,"18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass"
576,25/9/2018,2018,9,25,2,71100,Miscellaneous - Retail:John Huhn,Jo35,"Pendant Bar, Cobblestone, 50lbs. max",AB65,MiscePend709,40,0.275,9.090909091,100,"71100Miscellaneous - Retail:John HuhnPendant Bar, Cobblestone, 50lbs. max",1686,45.48,54.52,"Pendant Bar, Cobblestone, 50lbs. max"
577,25/9/2018,2018,9,25,2,71100,Miscellaneous - Retail:John Huhn,Jo35,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)",AB71,MisceRoma706,36,0.305555556,115.9090909,1275,"71100Miscellaneous - Retail:John HuhnRoman Bronze, 1-light Lantern, w/tail, (100 watt max)",1687,570,705,"Roman Bronze, 1-light Lantern, w/tail, (100 watt max)"
578,25/9/2018,2018,9,25,2,71100,Miscellaneous - Retail:John Huhn,Jo35,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,MisceVero708,18,0.611111111,54.54545455,600,"71100Miscellaneous - Retail:John HuhnVerona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1688,280,320,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
610,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)",AB40,SternColo711,90,0.122222222,171.8181818,1890,"71107Stern Commercial Contractor's:Tittle PropertiesColonial, Brushed Steel Finish, Opal White Glass (60 watt)",1720,1000,890,"Colonial, Brushed Steel Finish, Opal White Glass (60 watt)"
611,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"Colonial, Finished in Gold (60 watt)",AB41,SternColo712,90,0.122222222,175.9090909,1935,"71107Stern Commercial Contractor's:Tittle PropertiesColonial, Finished in Gold (60 watt)",1721,1000,935,"Colonial, Finished in Gold (60 watt)"
612,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)",AB52,SternFluo715,400,0.0275,122.7272727,1350,"71107Stern Commercial Contractor's:Tittle PropertiesFluorescent Lamp, T-12, Medium Bipin  (30pack)",1722,634.29,715.71,"Fluorescent Lamp, T-12, Medium Bipin  (30pack)"
613,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"Specialty Bulbs, 100 watt (6 pack)",AB74,SternSpec714,36,0.305555556,18,198,"71107Stern Commercial Contractor's:Tittle PropertiesSpecialty Bulbs, 100 watt (6 pack)",1723,95,103,"Specialty Bulbs, 100 watt (6 pack)"
614,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"Sunset, Clear Glass, 1-100 watt max.",AB78,SternSuns713,792,0.013888889,572.7272727,6300,"71107Stern Commercial Contractor's:Tittle PropertiesSunset, Clear Glass, 1-100 watt max.",1724,3100.64,3199.36,"Sunset, Clear Glass, 1-100 watt max."
615,25/9/2018,2018,9,25,2,71107,Stern Commercial Contractor's:Tittle Properties,Ti47,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,SternWhit710,1500,0.007333333,523.6363636,5760,"71107Stern Commercial Contractor's:Tittle PropertiesWhite, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1725,3000,2760,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
768,19/9/2018,2018,9,19,3,71131,Kern Lighting Warehouse:Store #13,Ke20,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35,Kern Brus703,162,0.067901235,56.81818182,625,"71131Kern Lighting Warehouse:Store #13Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1878,462.5,162.5,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass"
769,19/9/2018,2018,9,19,3,71131,Kern Lighting Warehouse:Store #13,Ke20,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,Kern Die 705,26,0.423076923,123.6363636,1360,"71131Kern Lighting Warehouse:Store #13Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1879,770.64,589.36,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
770,19/9/2018,2018,9,19,3,71131,Kern Lighting Warehouse:Store #13,Ke20,River Rock (8/60 watt)  Faux Alabaster Glass,AB70,Kern Rive704,44,0.25,218.1818182,2400,71131Kern Lighting Warehouse:Store #13River Rock (8/60 watt)  Faux Alabaster Glass,1880,600,1800,River Rock (8/60 watt)  Faux Alabaster Glass
771,19/9/2018,2018,9,19,3,71131,Kern Lighting Warehouse:Store #13,Ke20,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",AB73,Kern Soli702,36,0.305555556,61.09090909,672,"71131Kern Lighting Warehouse:Store #13Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1881,304,368,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
772,19/9/2018,2018,9,19,3,71131,Kern Lighting Warehouse:Store #13,Ke20,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,Kern Whit701,120,0.091666667,46.54545455,512,"71131Kern Lighting Warehouse:Store #13White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1882,240,272,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
520,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,Cole Acid695,6,1.833333333,9.490909091,104.4,"71091Cole Home Builders:Phase 2 - Lot 5Acid Verde, 10x21x10, 2-60 watt cand.",1630,60,44.4,"Acid Verde, 10x21x10, 2-60 watt cand."
521,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",AB22,Cole Blac697,2,5.5,6.872727273,75.6,"71091Cole Home Builders:Phase 2 - Lot 5Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.",1631,38.44,37.16,"Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max."
522,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",AB27,Cole Bras696,15,0.733333333,19.63636364,216,"71091Cole Home Builders:Phase 2 - Lot 5BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)",1632,105,111,"BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)"
523,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Cand. Light, 20 watts (8 pack)",AB38,Cole Cand700,18,0.611111111,4.581818182,50.4,"71091Cole Home Builders:Phase 2 - Lot 5Cand. Light, 20 watts (8 pack)",1633,24,26.4,"Cand. Light, 20 watts (8 pack)"
524,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,Golden Umber (100 watt)  Six Light Chandelier,AB58,Cole Gold686,30,0.366666667,25.77272727,283.5,71091Cole Home Builders:Phase 2 - Lot 5Golden Umber (100 watt)  Six Light Chandelier,1634,85,198.5,Golden Umber (100 watt)  Six Light Chandelier
525,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Pearl Nickle, 5 Light, Medium Base (100 watt max)",AB64,Cole Pear692,6,1.833333333,15.54545455,171,"71091Cole Home Builders:Phase 2 - Lot 5Pearl Nickle, 5 Light, Medium Base (100 watt max)",1635,80,91,"Pearl Nickle, 5 Light, Medium Base (100 watt max)"
526,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Pendant Bar, Cobblestone, 50lbs. max",AB65,Cole Pend691,18,0.611111111,4.090909091,45,"71091Cole Home Builders:Phase 2 - Lot 5Pendant Bar, Cobblestone, 50lbs. max",1636,22.74,22.26,"Pendant Bar, Cobblestone, 50lbs. max"
527,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",AB67,Cole Poli688,9,1.222222222,23.72727273,261,"71091Cole Home Builders:Phase 2 - Lot 5Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass",1637,160,101,"Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass"
528,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",AB73,Cole Soli694,2,5.5,3.436363636,37.8,"71091Cole Home Builders:Phase 2 - Lot 5Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass",1638,19,18.8,"Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass"
529,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Specialty Bulbs, 100 watt (6 pack)",AB74,Cole Spec699,18,0.611111111,9,99,"71091Cole Home Builders:Phase 2 - Lot 5Specialty Bulbs, 100 watt (6 pack)",1639,47.5,51.5,"Specialty Bulbs, 100 watt (6 pack)"
530,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Specialty, Stage & Studio Bulbs  60 watt",AB75,Cole Spec698,3,3.666666667,3.190909091,35.1,"71091Cole Home Builders:Phase 2 - Lot 5Specialty, Stage & Studio Bulbs  60 watt",1640,15,20.1,"Specialty, Stage & Studio Bulbs  60 watt"
531,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,Tapestry (8/60 watt)  Faux Alabaster Glass,AB79,Cole Tape687,18,0.611111111,24.54545455,270,71091Cole Home Builders:Phase 2 - Lot 5Tapestry (8/60 watt)  Faux Alabaster Glass,1641,75,195,Tapestry (8/60 watt)  Faux Alabaster Glass
532,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",AB82,Cole Tape689,6,1.833333333,14.72727273,162,"71091Cole Home Builders:Phase 2 - Lot 5Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10",1642,60,102,"Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10"
533,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",AB85,Cole Vero690,8,1.375,24.54545455,270,"71091Cole Home Builders:Phase 2 - Lot 5Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max",1643,140,130,"Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max"
534,14/9/2018,2018,9,14,5,71091,Cole Home Builders:Phase 2 - Lot 5,Co9,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",AB88,Cole Whit693,14,0.785714286,5.236363636,57.6,"71091Cole Home Builders:Phase 2 - Lot 5White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass",1644,30,27.6,"White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass"
773,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Acid Verde, 10x21x10, 2-60 watt cand.",AB16,Kern Acid721,120,0.091666667,184.5454545,2030,"71132Kern Lighting Warehouse:Store #34Acid Verde, 10x21x10, 2-60 watt cand.",1883,1050,980,"Acid Verde, 10x21x10, 2-60 watt cand."
774,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)",AB29,Kern Broa730,280,0.039285714,213.6363636,2350,"71132Kern Lighting Warehouse:Store #34Broadway Collection, Polished Chrome, 4 Light (60 watt max)",1884,2100,250,"Broadway Collection, Polished Chrome, 4 Light (60 watt max)"
775,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass",AB34,Kern Brus725,100,0.11,36.36363636,400,"71132Kern Lighting Warehouse:Store #34Brushed Nickel, (3-60 watt, Med) Ribbed Glass",1885,120,280,"Brushed Nickel, (3-60 watt, Med) Ribbed Glass"
776,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",AB35,Kern Brus724,162,0.067901235,22.72727273,250,"71132Kern Lighting Warehouse:Store #34Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass",1886,185,65,"Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass"
777,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Cand. Light, 20 watts (8 pack)",AB38,Kern Cand729,70,0.157142857,17.81818182,196,"71132Kern Lighting Warehouse:Store #34Cand. Light, 20 watts (8 pack)",1887,84,112,"Cand. Light, 20 watts (8 pack)"
778,15/10/2018,2018,10,15,1,71132,Kern Lighting Warehouse:Store #34,Ke21,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",AB45,Kern Die 722,26,0.423076923,123.6363636,1360,"71132Kern Lighting Warehouse:Store #34Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass",1888,770.64,589.36,"Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass"
